ID,Country,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
86387,Nigeria,From RDC,Air Charter,2011-06-21,2011-07-05,,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,17376.0,43613.76,2.51,0.04,"Strides, Bangalore, India.",Yes,1237.0,13398.06,71.96
86388,Nigeria,From RDC,Air Charter,2011-06-15,2011-07-06,2011-07-06,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,64995.0,163137.45,2.51,0.04,"Strides, Bangalore, India.",Yes,4618.0,13398.06,269.18
86389,Guyana,From RDC,Air,2011-10-27,2011-06-15,2011-06-15,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,917.0,6437.34,7.02,0.12,"Aurobindo Unit III, India",No,,,10.62
86390,Benin,From RDC,Air,2011-06-13,2011-06-09,2011-06-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,14081.0,35343.31,2.51,0.04,"Strides, Bangalore, India.",No,,,58.32
86391,Zambia,From RDC,Truck,2011-04-30,2011-06-20,2011-06-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,31043.0,77917.93,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,1785.0,7962.25,167.99
86392,Côte D'Ivoire,From RDC,Air,2011-06-30,2011-06-26,2011-06-26,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,Oral solution,240,4965.0,10426.5,2.1,0.01,"Aurobindo Unit III, India",Yes,1784.0,2503.33,17.2
86393,Haiti,From RDC,Air,2011-07-19,2011-06-28,2011-06-28,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Generic,Capsule,90,630.0,6104.7,9.69,0.11,"Aurobindo Unit III, India",No,,,10.07
86394,Mozambique,From RDC,Truck,2011-08-31,2011-09-01,2011-09-01,ARV,Pediatric,,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,Oral solution,240,6250.0,12625.0,2.02,0.01,"Aurobindo Unit III, India",Yes,2409.0,3525.03,20.83
86395,Nigeria,From RDC,Air Charter,2011-07-22,2011-07-06,2011-07-06,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,29349.0,258858.18,8.82,0.29,Mylan (formerly Matrix) Nashik,Yes,2808.0,13398.06,427.12
86396,Uganda,From RDC,Truck,2011-08-05,2011-08-05,2011-08-05,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,11549.0,28987.99,2.51,0.04,"Strides, Bangalore, India.",No,,,47.83
86397,Mozambique,From RDC,Truck,2011-08-31,2011-09-15,2011-09-15,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,26308.0,224933.4,8.55,0.14,"Aurobindo Unit VII, IN",No,,,371.14
86398,Côte D'Ivoire,From RDC,Air,2011-09-27,2011-09-12,2011-09-12,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,17251.0,181825.54,10.54,0.35,"Aurobindo Unit III, India",No,,,300.01
86399,Nigeria,From RDC,Air,2011-08-31,2011-08-03,2011-08-03,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,2000.0,11120.0,5.56,0.09,"Cipla, Goa, India",Yes,209.0,2136.53,18.35
86400,Uganda,From RDC,Truck,2011-09-22,2011-08-26,2011-08-26,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,1684.0,11821.68,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,19.51
86401,Côte D'Ivoire,From RDC,Air,2011-09-27,2011-09-10,2011-09-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,17820.0,41520.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,955.0,12606.03,68.51
86402,Ghana,From RDC,Air,2011-11-14,2011-11-14,2011-11-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,45084.0,113160.84,2.51,0.04,Hetero Unit III Hyderabad IN,No,,,186.72
86403,Zambia,From RDC,Truck,2011-09-29,2011-08-29,2011-08-29,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,25000.0,62750.0,2.51,0.04,Mylan (formerly Matrix) Nashik,No,,,103.54
86404,Zimbabwe,From RDC,Truck,2011-09-30,2011-09-19,2011-09-19,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,6392.0,26974.24,4.22,0.14,Hetero Unit III Hyderabad IN,No,,,44.51
86405,Uganda,From RDC,Truck,2011-08-05,2011-08-24,2011-08-24,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,30000.0,246900.0,8.23,0.27,Mylan (formerly Matrix) Nashik,No,,,407.38
86406,Mozambique,From RDC,Truck,2011-11-30,2011-11-30,2011-11-30,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,Oral solution,240,1822.0,3680.44,2.02,0.01,"Aurobindo Unit III, India",Yes,707.0,826.26,6.07
86408,Uganda,From RDC,Truck,2011-09-20,2011-09-06,2011-09-06,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,3360.0,66931.2,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,617.0,2886.92,110.44
86409,Côte D'Ivoire,From RDC,Air,2011-10-12,2011-10-12,2011-10-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,75420.0,622969.2,8.26,0.14,Mylan (formerly Matrix) Nashik,No,,,1027.9
86410,Zimbabwe,From RDC,Truck,2011-09-30,2011-10-07,2011-10-07,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,10114.0,83238.22,8.23,0.27,Mylan (formerly Matrix) Nashik,No,,,137.34
86411,Uganda,From RDC,Truck,2011-09-30,2011-09-26,2011-09-26,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,2688.0,11343.36,4.22,0.14,"Strides, Bangalore, India.",No,,,18.72
86412,Guyana,From RDC,Air,2011-12-15,2011-09-28,2011-09-28,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Generic,Capsule,30,61.0,136.64,2.24,0.07,"Aurobindo Unit III, India",No,,,0.23
86413,Guyana,From RDC,Air,2011-12-15,2011-09-28,2011-09-28,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Generic,Capsule,100,423.0,2013.48,4.76,0.05,"Aurobindo Unit III, India",No,,,3.32
86414,Nigeria,From RDC,Air Charter,2011-06-15,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,2389.0,47588.88,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,277.0,18495.9,78.52
86415,Nigeria,From RDC,Air Charter,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,90932.0,1811365.44,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,10428.0,18495.9,2988.75
86417,Zambia,From RDC,Truck,2012-01-19,2011-11-04,2011-11-04,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,10015.0,89834.55,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,819.0,2882.6,148.23
86418,Ghana,From RDC,Air,2011-10-31,2012-02-28,2012-02-28,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,Tablet,30,38760.0,248839.2,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,2169.0,985.0,410.58
86419,Tanzania,From RDC,Truck,2011-12-29,2011-11-15,2011-11-15,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Generic,Oral suspension,240,2374.0,4629.3,1.95,0.01,"Aurobindo Unit III, India",Yes,888.0,4417.96,7.64
86420,Mozambique,From RDC,Truck,2011-12-15,2011-12-14,2011-12-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Generic,Oral suspension,240,10070.0,19636.5,1.95,0.01,"Aurobindo Unit III, India",Yes,3787.0,2451.86,32.4
86421,Zambia,From RDC,Truck,2011-12-27,2011-11-28,2011-11-28,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,85000.0,702100.0,8.26,0.14,"Aurobindo Unit VII, IN",Yes,8296.0,9978.08,1158.46
86422,Zambia,From RDC,Truck,2012-01-19,2011-11-28,2011-11-28,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,50000.0,448500.0,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,4155.0,6968.97,740.02
86423,Uganda,From RDC,Truck,2012-01-09,2011-12-01,2011-12-01,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,35000.0,385000.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,,,635.25
86424,Uganda,From RDC,Truck,2012-01-09,2011-12-01,2011-12-01,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,4466.0,11522.28,2.58,0.04,"Strides, Bangalore, India.",No,,,19.01
86425,Rwanda,From RDC,Air,2011-12-05,2011-11-20,2011-11-20,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,Oral solution,240,580.0,7250.0,12.5,0.05,"Aurobindo Unit III, India",Yes,214.0,2057.2,10.16
86426,Côte D'Ivoire,From RDC,Truck,2012-03-02,2011-12-05,2011-12-05,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,20076.0,84720.72,4.22,0.14,"Strides, Bangalore, India.",Yes,1223.0,3526.27,139.79
86427,Côte D'Ivoire,From RDC,Air,2011-12-30,2011-12-05,2011-12-05,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,7132.0,30097.04,4.22,0.14,"Strides, Bangalore, India.",Yes,434.0,3526.27,49.66
86428,Nigeria,From RDC,Air Charter,2011-12-20,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,Tablet,30,361.0,2317.62,6.42,0.21,Mylan (formerly Matrix) Nashik,Yes,40.0,15322.73,3.82
86429,Nigeria,From RDC,Air Charter,2012-03-02,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,85722.0,221162.76,2.58,0.04,"Strides, Bangalore, India.",No,,,364.92
86430,Nigeria,From RDC,Air Charter,2012-03-16,2011-12-18,2011-12-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,99974.0,1121708.28,11.22,0.19,"Cipla, Goa, India",No,,,1850.82
86431,Haiti,From RDC,Air,2012-01-31,2012-01-17,2012-01-17,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,33600.0,141792.0,4.22,0.14,"Strides, Bangalore, India.",Yes,2047.0,20746.03,233.96
86432,Guyana,From RDC,Air,2012-01-27,2012-01-18,2012-01-18,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,Oral solution,240,369.0,774.9,2.1,0.01,"Aurobindo Unit III, India",Yes,103.0,2270.54,1.09
86433,Uganda,From RDC,Truck,2012-02-16,2012-02-03,2012-02-03,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,18528.0,153041.28,8.26,0.14,"Aurobindo Unit III, India",Yes,1713.0,15672.8,252.52
86435,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,20.0,165.2,8.26,0.14,"Aurobindo Unit III, India",No,,,0.23
86436,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,89.0,979.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,,,1.37
86437,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,Tablet,120,11.0,371.14,33.74,0.28,"Aurobindo Unit III, India",No,,,0.52
86438,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,42.0,173.04,4.12,0.14,"Strides, Bangalore, India.",No,,,0.24
86439,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,Tablet,120,23.0,776.02,33.74,0.28,"Aurobindo Unit III, India",No,,,1.09
86440,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,18.0,46.44,2.58,0.04,"Strides, Bangalore, India.",No,,,0.07
86441,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,21.0,54.18,2.58,0.04,"Strides, Bangalore, India.",No,,,0.08
86442,"Congo, Drc",From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,560.0,2307.2,4.12,0.14,"Strides, Bangalore, India.",No,,,3.23
86443,"Congo, Drc",From RDC,Air,2012-02-10,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,147.0,2150.61,14.63,0.24,Mylan (formerly Matrix) Nashik,No,,,3.02
86444,Guyana,From RDC,Air,2012-03-30,2012-02-04,2012-02-04,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Generic,Capsule,60,12.0,15.84,1.32,0.02,"Aurobindo Unit III, India",No,,,0.02
86445,"Congo, Drc",From RDC,Air,2012-03-16,2012-04-03,2012-04-03,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,166.0,1165.32,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,1.63
86446,"Congo, Drc",From RDC,Air,2012-03-16,2012-03-14,2012-03-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,720.0,5054.4,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,7.09
86447,"Congo, Drc",From RDC,Air,2012-03-16,2012-03-14,2012-03-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Generic,Oral suspension,240,291.0,567.45,1.95,0.01,"Aurobindo Unit III, India",No,,,0.8
86448,"Congo, Drc",From RDC,Air,2012-03-16,2012-03-14,2012-03-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,36.0,218.88,6.08,0.2,Mylan (formerly Matrix) Nashik,No,,,0.31
86449,Zambia,From RDC,Truck,2012-02-28,2012-02-17,2012-02-17,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,20513.0,144001.26,7.02,0.12,Hetero Unit III Hyderabad IN,No,,,237.6
86450,Zambia,From RDC,Truck,2012-02-29,2012-02-17,2012-02-17,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Generic,Oral suspension,240,40126.0,78245.7,1.95,0.01,"Aurobindo Unit III, India",Yes,12360.0,11292.05,129.11
86451,Haiti,From RDC,Air,2012-03-30,2012-02-13,2012-02-13,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,432.0,1274.4,2.95,0.05,"Strides, Bangalore, India.",No,,,1.79
86452,Haiti,From RDC,Air,2012-03-15,2012-03-12,2012-03-12,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Generic,Capsule,60,270.0,372.6,1.38,0.02,"Aurobindo Unit III, India",Yes,0.0,1109.0,0.61
86453,Tanzania,From RDC,Truck,2012-03-30,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,233630.0,1929783.8,8.26,0.14,"Aurobindo Unit III, India",Yes,21394.0,13590.64,3184.14
86454,Uganda,From RDC,Truck,2012-03-19,2012-02-15,2012-02-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,19705.0,50838.9,2.58,0.04,"Strides, Bangalore, India.",Yes,1095.0,4405.24,83.88
86455,Nigeria,From RDC,Air Charter,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,27574.0,167649.92,6.08,0.2,Mylan (formerly Matrix) Nashik,Yes,2376.0,25231.96,235.05
86456,Nigeria,From RDC,Air Charter,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,98645.0,254504.1,2.58,0.04,"Aurobindo Unit III, India",No,,,356.81
86457,Tanzania,From RDC,Air,2012-03-30,2012-03-07,2012-03-07,HRDT,Hiv Test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,5000.0,160000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1578.0,8925.0,224.32
86458,Mozambique,From RDC,Truck,2012-05-07,2012-05-24,2012-05-24,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,25394.0,136619.72,5.38,0.09,"Strides, Bangalore, India.",No,,,225.42
86459,Burundi,From RDC,Air,2012-04-26,2012-05-04,2012-05-04,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,25240.0,201920.0,8.0,0.13,Hetero Unit III Hyderabad IN,No,,,283.09
86460,Burundi,From RDC,Air,2012-04-26,2012-05-04,2012-05-04,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,350.0,5120.5,14.63,0.24,Mylan (formerly Matrix) Nashik,No,,,7.18
86461,Uganda,From RDC,Truck,2012-04-24,2012-04-03,2012-04-03,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,1150.0,4738.0,4.12,0.14,"Strides, Bangalore, India.",Yes,70.0,1494.6,6.64
86463,Uganda,From RDC,Air,2012-05-03,2012-03-27,2012-03-27,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,1614.0,3760.62,2.33,0.04,Macleods Daman Plant INDIA,No,,,5.27
86464,Zimbabwe,From RDC,Truck,2012-04-13,2012-04-10,2012-04-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,17422.0,71778.64,,0.14,"Strides, Bangalore, India.",No,,,118.43
86465,Zimbabwe,From RDC,Truck,2012-04-13,2012-04-10,2012-04-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,11574.0,127314.0,11.0,0.18,"Aurobindo Unit III, India",No,,,210.07
86466,Zimbabwe,From RDC,Truck,2012-04-13,2012-04-10,2012-04-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,71030.0,382141.4,5.38,0.09,"Strides, Bangalore, India.",No,,,630.53
86467,Zambia,From RDC,Truck,2012-05-15,2012-04-16,2012-04-16,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,79075.0,709302.75,8.97,0.3,Mylan (formerly Matrix) Nashik,No,,,1170.35
86468,Mozambique,From RDC,Truck,2012-05-07,2012-05-10,2012-05-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,2551.0,28622.22,11.22,0.19,"Aurobindo Unit III, India",No,,,47.23
86469,Rwanda,From RDC,Air,2012-04-26,2012-04-08,2012-04-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,26962.0,111083.44,4.12,0.14,"Strides, Bangalore, India.",Yes,1638.0,18446.92,155.74
86470,Libya,From RDC,Air,2012-05-23,2012-05-08,2012-05-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,6667.0,26067.97,3.91,0.13,"Strides, Bangalore, India.",Yes,406.0,3062.18,
86471,Nigeria,From RDC,Air Charter,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,94153.0,521607.62,5.54,0.18,"Aurobindo Unit VII, IN",Yes,10684.0,27441.22,731.29
86472,Zimbabwe,From RDC,Truck,2012-06-12,2012-05-25,2012-05-25,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,71030.0,333841.0,4.7,0.08,"Strides, Bangalore, India.",No,,,550.84
86473,Zimbabwe,From RDC,Truck,2012-06-12,2012-05-25,2012-05-25,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,11574.0,119096.46,10.29,0.17,Mylan (formerly Matrix) Nashik,No,,,196.51
86474,Zambia,From RDC,Truck,2012-07-26,2012-06-18,2012-06-18,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,28452.0,111247.32,3.91,0.13,"Strides, Bangalore, India.",No,,,155.97
86475,Côte D'Ivoire,From RDC,Air,2012-05-30,2012-05-30,2012-05-30,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,620.0,8153.0,13.15,0.22,Mylan (formerly Matrix) Nashik,No,,,11.43
86476,Zambia,From RDC,Truck,2012-08-23,2012-06-18,2012-06-18,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,9400.0,75576.0,8.04,0.27,Mylan (formerly Matrix) Nashik,Yes,796.0,4496.13,105.96
86477,Rwanda,From RDC,Air,2012-08-24,2012-06-04,2012-06-04,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,5232.0,68800.8,13.15,0.22,Mylan (formerly Matrix) Nashik,Yes,526.0,,96.46
86478,Uganda,From RDC,Truck,2012-08-17,2012-06-08,2012-06-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,18518.0,144070.04,7.78,0.13,Mylan (formerly Matrix) Nashik,No,,,201.99
86479,Zimbabwe,From RDC,Truck,2012-08-14,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,66980.0,314806.0,4.7,0.08,"Strides, Bangalore, India.",Yes,1838.0,5530.11,519.43
86480,Nigeria,From RDC,,2012-08-02,2012-07-09,2012-07-09,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,Tablet,120,24470.0,726269.6,29.68,0.25,"Aurobindo Unit III, India",Yes,6808.0,21347.12,1018.23
86481,Côte D'Ivoire,From RDC,Air,2012-06-21,2012-06-15,2012-06-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,100000.0,1029000.0,10.29,0.17,Mylan (formerly Matrix) Nashik,Yes,13055.0,23994.1,1442.66
86482,Zimbabwe,From RDC,Truck,2012-08-14,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,20000.0,48800.0,2.44,0.04,"Aurobindo Unit III, India",No,,,80.52
86483,Zimbabwe,From RDC,Truck,2012-08-14,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,49037.0,119650.28,2.44,0.04,Hetero Unit III Hyderabad IN,No,,,197.42
86484,Mozambique,From RDC,Truck,2012-08-21,2012-08-22,2012-08-22,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Generic,Oral suspension,240,24496.0,47767.2,1.95,0.01,"Aurobindo Unit III, India",Yes,9080.0,6483.81,66.97
